SK_ID_CURR,TARGET
100001,0.02067510721369633
100005,0.21066843562126203
100013,0.031098909277903212
100028,0.029520105835068713
100038,0.22795724666038525
100042,0.0516476405205817
100057,0.008508836563612877
100065,0.04509166289983575
100066,0.010807210930808457
100067,0.06228132186065646
100074,0.03660136141707263
100090,0.029206093449099843
100091,0.17853544145849554
100092,0.05587284794588593
100106,0.03411550953684424
100107,0.13590694396949715
100109,0.08068575021096347
100117,0.019496781161356124
100128,0.08388694980101905
100141,0.02721241816868486
100150,0.02563713972083296
100168,0.01231843330605029
100169,0.032232944271346764
100170,0.2421008188477802
100171,0.06570458145326115
100172,0.12683440506146712
100184,0.20675676680586547
100187,0.05001477095680583
100212,0.04716871659174423
100222,0.05844693104906207
100223,0.01985245865631438
100232,0.01267739236843443
100241,0.1378232969524768
100245,0.04508343553294017
100253,0.04060981121155312
100256,0.03680597357270024
100271,0.017093568675629948
100278,0.3504235196377611
100280,0.011258864442751971
100306,0.12058830167789136
100311,0.06884242376204214
100312,0.011578801302147251
100330,0.10196321632110497
100331,0.0236693517742311
100352,0.09713145924879907
100358,0.15963652262342196
100367,0.03744188805491596
100382,0.12602771889371295
100384,0.047140039014570534
100385,0.07205793317321942
100386,0.02196679960149107
100399,0.02906027383308414
100404,0.04551114909907224
100416,0.01708469741213596
100422,0.011358106703569043
100426,0.04392827879761059
100438,0.04837289413953949
100444,0.16648222950990155
100445,0.09557528891124766
100446,0.05368597509432567
100447,0.01787284095036805
100450,0.11718837891986145
100466,0.01815383082362072
100483,0.01782258858941333
100484,0.025549858198786343
100494,0.06993107677690902
100510,0.2086212359699226
100512,0.011991034240829913
100517,0.03181129038460864
100548,0.03483238009861245
100551,0.02982683740410535
100552,0.08512826123580049
100553,0.014276347828060932
100561,0.10609223516375782
100568,0.39382562871087246
100569,0.009611209314954799
100591,0.14958613244666175
100592,0.03264698129328551
100602,0.033329263823949934
100607,0.06784442004809003
100613,0.0832741529374377
100617,0.06884451130813932
100618,0.12208961406395977
100622,0.09695795648611219
100625,0.15039128472533944
100677,0.05402967981307884
100699,0.04919389001419139
100702,0.30777637086966947
100711,0.03134852012527651
100729,0.1119980167988155
100740,0.17632416425782846
100744,0.09708485788265783
100745,0.03708655790898617
100747,0.08687696667513259
100751,0.41745175153336406
100752,0.01565527261679666
100753,0.18169789121166716
100754,0.29137530242709736
100760,0.027606968953790424
100762,0.10336501699478974
100763,0.02368354803810499
100765,0.011269455753867627
100770,0.053906091319654736
100772,0.03386849059354707
100777,0.015540296119593094
100791,0.014477615639411082
100792,0.009495589857297718
100797,0.023685343732333042
100823,0.027675011170650958
100826,0.04008443315456814
100830,0.025295144065384398
100836,0.3048776523471852
100872,0.05805881967029398
100910,0.043541572076421384
100913,0.09035332609842728
100918,0.016606259276807693
100931,0.014536970120115518
100952,0.029014586973613837
100953,0.012750720421206988
100965,0.1969271087606153
100970,0.020702287042517722
100982,0.17492613431934273
100983,0.2115063193498476
100984,0.07095697707217466
100987,0.047557778631837626
100997,0.029798639684674246
100998,0.2367316703837137
101002,0.04208196853138856
101005,0.12512730855965998
101008,0.37750529611422196
101020,0.041902628871993634
101021,0.057528540042334486
101024,0.034213994834871427
101025,0.22452109690331756
101026,0.02446566288890547
101031,0.017291235172410484
101041,0.00882574023552262
101051,0.006053065059045492
101055,0.09584657366986464
101056,0.16715946050546832
101057,0.020985911008324712
101064,0.011303769500178945
101079,0.06707391453232266
101087,0.011286445780402516
101090,0.024693916000537237
101092,0.09073621458269937
101097,0.10350575596040235
101099,0.017787110300552737
101107,0.10634760073441255
101118,0.031405684732050236
101125,0.1527412563874943
101126,0.009210884684591077
101128,0.007991513619963782
101136,0.0319003468241863
101140,0.11601253615173195
101149,0.10119958843744661
101160,0.1488626727465769
101169,0.1967293828856632
101181,0.06928348894601451
101186,0.008360617900176613
101190,0.026050194362619884
101193,0.12114998566378009
101194,0.12347078767779839
101198,0.14140397657590315
101200,0.009388829872302221
101204,0.014421484988087886
101211,0.10100859300796235
101213,0.05906197445444183
101223,0.02454431695922929
101225,0.09423559559926756
101237,0.043798340687086934
101243,0.10413759744002965
101244,0.1037127057132338
101258,0.02378090996086541
101259,0.10565571813280458
101268,0.11169382565150682
101269,0.04356667147927214
101271,0.03885315527834414
101279,0.03144906246877062
101281,0.24091385663972648
101287,0.03631078067373001
101292,0.028446595783234954
101294,0.02623482200582833
101296,0.08412281927462749
101297,0.02048707469797821
101299,0.021449934056892998
101301,0.031440548088583924
101305,0.11546500611011816
101308,0.22134435022147625
101318,0.0069836382600762525
101327,0.23995914792496675
101329,0.0137167090141301
101332,0.04753129928519098
101337,0.0330105068306031
101343,0.02251097637454255
101345,0.01650748655291879
101346,0.01387108434383193
101353,0.013878652466446973
101354,0.13638923895437216
101355,0.1574463819938142
101356,0.013728673041852034
101362,0.12589653843744925
101363,0.4912967767241796
101365,0.014045292081560894
101366,0.08224589075376111
101367,0.37373786662506164
101368,0.007773152732824156
101374,0.12054443238728785
101380,0.011895877740992603
101383,0.036730638395983006
101398,0.01977881593285266
101399,0.21215815700570737
101401,0.2193908850709505
101412,0.08841073313535151
101426,0.04322910039505865
101427,0.3163379540823145
101428,0.22909001499206386
101429,0.17477999972506816
101434,0.018251278843894155
101440,0.14934147721875318
101448,0.12395664299306931
101449,0.03937351038303576
101465,0.05278128967903919
101467,0.026507496067695077
101472,0.040603976003013756
101478,0.19288775152329676
101497,0.04957719878564429
101504,0.04829521044910114
101547,0.011095018967641278
101548,0.07991642979613324
101555,0.10916066686519882
101570,0.009922463691058361
101572,0.023643559695509526
101578,0.03593791513768337
101580,0.10699313376017236
101588,0.11905537367112856
101602,0.0439543306186833
101610,0.19610747912374482
101614,0.027207241561166537
101616,0.020048885532083477
101643,0.17349359552145538
101644,0.02968516475152117
101649,0.03071043615488014
101650,0.06273416005032262
101665,0.009863761587377395
101667,0.08603074579554774
101669,0.08015999362456322
101674,0.07971278259737731
101675,0.010504969738158797
101678,0.08411275309114696
101682,0.012756738159645217
101686,0.04653014387707395
101697,0.3225727489535699
101700,0.3361700336835076
101711,0.03239448731019388
101714,0.023314553669024674
101715,0.15898756312770276
101728,0.02121860264068403
101732,0.0319310276561618
101757,0.14180228509053727
101758,0.03088840019171376
101759,0.08563159005374267
101762,0.018381449818425415
101764,0.041097411912955135
101780,0.24613695169116545
101784,0.009910757914734107
101789,0.010768636734383186
101816,0.04707255668904735
101819,0.03287231175970537
101827,0.012383754533698797
101863,0.0537356869711047
101867,0.03715488447352978
101870,0.011300987565730919
101873,0.17804202018281506
101878,0.07951827089657172
101879,0.037751761442414086
101880,0.009195453590023429
101887,0.060182022303429825
101897,0.021981302183342172
101901,0.07124743198860296
101903,0.1299146934094411
101920,0.035745268217702464
101921,0.029392285986006707
101922,0.05996738480904264
101961,0.0865008761647299
101962,0.015995074999589617
101971,0.05036979149110138
101976,0.3407349979626044
102002,0.11302343879118476
102005,0.013945247956606894
102007,0.3855142395179403
102017,0.012628006024186348
102019,0.17508879575690356
102029,0.010221586051529112
102051,0.15644560945936029
102052,0.006323992523510867
102054,0.015749811757936712
102062,0.0551937781910694
102067,0.13080801563490266
102068,0.10375539775515437
102070,0.07384519697250154
102090,0.09211512323141148
102092,0.04859797161214099
102099,0.07923009506633932
102100,0.028126168940709035
102112,0.1622407253400673
102113,0.025600286503276767
102122,0.12478080558398917
102123,0.038001139080525805
102125,0.029570149341093577
102126,0.237174814737143
102146,0.01775016121578105
102147,0.14649011110709484
102151,0.0746060840686337
102158,0.18364730851316946
102159,0.018538305388883916
102162,0.04836480629102532
102165,0.029613895279221873
102166,0.024984476418844964
102174,0.00927949740763507
102193,0.19852490837831718
102198,0.057403758014395
102205,0.20362512834718074
102206,0.00765493159078564
102218,0.014316166936877105
102221,0.025529852669412538
102230,0.06976811060295207
102238,0.021900172532252623
102248,0.029284715883809057
102252,0.17647855918868982
102259,0.05095631347460036
102262,0.10646047539243329
102273,0.030896493855252765
102286,0.17836939365228593
102293,0.00923830885348496
102294,0.0324049465793959
102296,0.0439835052463233
102298,0.11747729376300341
102303,0.014292907694817242
102309,0.04090838957859211
102315,0.041134665344617564
102340,0.05010274776258334
102342,0.13162447545883568
102344,0.03614898146304319
102346,0.08024201438741997
102347,0.012885218848588596
102374,0.059792843046423495
102380,0.035860544707742366
102387,0.010338506142900626
102393,0.036690603936953364
102403,0.02149185683314046
102413,0.05587009178556127
102414,0.0072420681807642134
102415,0.019253212825506398
102416,0.10701165619883267
102439,0.030566541936454535
102441,0.030796673799793478
102443,0.013175404775207579
102444,0.08824560138881689
102445,0.06440121550747666
102448,0.03426867831907283
102449,0.0829830644975003
102450,0.1802993853029675
102456,0.025659639064043487
102458,0.08575952202633597
